id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_assets_adj;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;total_equity_adj;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_617;0;GmbH;49479;10610;2000;102.0;GKV;36911751.72;36911751.72;31555730.11;1058965.96;-641403.02;29.87;641432.89;417562.94;417562.94;0.0;13581983.15;13581983.15;8105818.54;1822044.66;1095700.04;759726.32;1596518.16;1095700.04;647029.27;;;;;;1922919.91;2558419.91;552175.52;719057.61;258262.94;522.85;;-3279187.07;-616159.23;4076745.95
C_431;0;Sonst. Gewerbetreibende;48231;77320;2002;;GKV;308061.77;308061.77;312841.17;-2497.78;10225.48;5225.48;;7727.7;7727.7;6359.37;107259.37;107259.37;900.0;0.0;0.0;;;;;;;;;;106359.37;106359.37;103034.07;103034.07;20400.74;;;25540.38;0.0;-8178.07
C_279;0;GmbH;48619;82000;2008;;GKV;3938005.77;3938005.77;59515.55;7277.23;-5769.77;;5769.77;1507.46;1507.46;2547.29;578892.66;450137.37;576871.86;0.0;0.0;;;;;;;;;;;-126734.49;205609.78;184189.78;50388.08;;;80033.8;7.0;-20384.76
C_013;0;GmbH;48155;35000;2009;;UKV;24113078.84;;;1682721.39;3136168.34;8457.59;777702.28;4818889.73;4818889.73;3440646.17;43549757.64;38130757.64;7773304.21;9073000.0;9072000.0;;;;1064943.84;;;;;;17631453.43;12212453.43;22271030.32;4667515.93;4623763.03;;;2717323.59;-83362.32;-744459.2
C_395;0;GmbH & Co. KG;59387;68311;2010;;GKV;470925.92;470925.92;335392.63;15399.32;-11.13;1076.58;1087.71;15388.19;15388.19;13372.04;261869.53;261869.53;63822.39;3165.91;10111.08;;;;10839.6;;;;;;184770.15;184770.15;236830.02;146113.27;85738.91;25719.47;;22161.31;-3052.07;5.8200000000000003e-11
C_809;0;GmbH;59872;88102;1879;108.0;GKV;335651.58;327251.58;337601.83;161101.92;-13762.92;4.66;13769.06;147339.0;147339.0;146564.98;731993.22;549052.15;731993.22;0.0;0.0;;;;;;;;;;;-182941.07;308744.88;51077.38;35034.76;;;-96322.85;-2159.5;-157313.8
C_074;0;GmbH;59609;46712;1985;;GKV;199408.6;202021.55;144903.86;75217.43;-6304.48;275.11;6579.59;68912.95;88133.41;76222.91;1409377.92;1448129.12;152325.73;298653.39;276964.24;;;;3741.57;;;;;;720185.76;720185.76;126107.49;108315.19;48374.85;445.36;;47409.16;0.0;-90059.04
C_275;0;GmbH;33106;46721;1996;;GKV;777939.04;777016.78;650748.64;137106.18;-44968.21;;44968.21;92137.97;92137.97;85535.08;820854.27;268966.67;815683.8;2585.235;0.0;;;;;;;;;;;-549302.365;53073.89;40570.96;40203.77;;;130427.06;-61667.04;-836953.76
C_236;0;GmbH;33142;46495;2002;;GKV;852602.25;821552.53;472252.56;-33447.26;-16400.55;537.17;16996.82;-49847.81;-50658.81;-58315.22;419218.64;220973.4;334728.12;0.0;69449.22;;;;147540.82;;;;;;0.0;-183203.94;272941.83;84159.18;6143.59;;;11464.41;-839.03;20692.69
C_719;0;GmbH & Co. KG;34414;46712;2009;;GKV;563738.08;560783.48;401663.44;88345.67;-794.41;368.24;1218.9;87551.26;87551.26;66162.45;261123.2;261123.2;114170.52;18406.5;0.0;;;;7001.91;;;;;;128546.18;128546.18;252472.13;231105.85;226932.99;;;191918.45;-5466.56;1.46e-11
C_499;0;GmbH;58097;41103;2008;;GKV;3699234.67;3699234.67;2109053.88;-32963.46;-2826.49;5906.08;8732.57;-35789.95;-35789.95;-34095.46;520933.09;457102.53;452957.2;698.0;0.0;;;;;;;;;;66579.89;3447.33;379731.09;120978.52;9045.22;48718.15;;-121849.88;-52711.7;18006.68
C_822;0;GmbH;57368;22220;1977;64.0;GKV;6083304.21;6083304.21;1019224.1;75941.37;-35437.82;24718.65;60156.47;40503.55;40503.55;24340.0;3150031.58;2857452.45;2355147.97;10833.06;40029.12;1833434.16;10833.06;;130927.9;;;;;;744021.43;451442.3;2527598.71;417722.01;233979.04;;;-125775.89;-40646.93;-22855.54
C_151;0;GmbH;57223;25610;1926;59.0;GKV;2881053.62;2702053.62;876138.48;63508.73;-20503.98;577.71;21083.69;43004.75;36004.75;24128.21;656149.61;654847.26;491525.13;34387.82;0.0;;;;;;;;;;130236.66;128934.31;643353.76;403211.07;25228.26;;;50425.18;-4229.2;47.5
C_701;0;GmbH;57520;28000;1991;65.0;GKV;425026.41;424339.41;417449.63;39794.31;-549.42;1992.78;2542.2;39244.89;39244.89;28188.46;510878.73;510878.73;333036.34;72971.07;35842.0;;;;7064.68;;;;;;69029.32;69029.32;386168.02;63495.95;160.88;;;70710.59;-45715.34;-25000.0
C_011;0;GmbH;58454;45201;1986;;GKV;127395.37;127395.37;94985.59;-1981.03;;;;-1981.03;-1981.03;-3011.03;74679.99;74679.99;58229.01;0.0;4334.6;;;;;;;;;;12116.38;12116.38;48401.03;58451.99;;;;4303.73;-4570.54;266.81
C_542;0;GmbH & Co. KG;52062;47783;1986;491.0;GKV;19299245.41;9083470.68;1822785.71;673073.26;-500865.08;863.98;501843.56;172208.18;172208.18;113105.04;6438246.74;5618423.86;4754161.66;457220.11;144591.3;3455000.0;108000.0;144591.3;777000.0;349220.11;;;;;262450.79;262450.79;6126338.98;1542568.1;1045714.26;384154.87;;5348379.09;30899.67;-132838.29
C_739;0;GmbH;53919;45100;1960;;GKV;6224121.58;6224121.58;2804042.36;1075630.86;-269628.72;268546.67;538175.39;806002.14;806002.14;-3.27e-11;18501402.66;18501402.67;6713552.73;2417018.29;9345831.64;231000.0;2417018.29;4311000.0;298888.59;;;;;;25000.0;25000.0;17894865.56;2734155.15;315466.88;;;1629391.59;129250.99;-1725528.63
C_285;0;GmbH;53773;29320;1923;;GKV;135866.93;135866.93;80207.29;10234.36;-748.61;;748.61;9485.75;9485.75;9486.74;47899.18;22969.99;15050.7;32848.48;0.0;6876.52;;;7290.23;;;;;;-3.64e-12;-24929.19;13538.99;4177.03;1586.3;;;3469.03;-2192.11;-3881.32
C_461;0;Sonst. Gewerbetreibende;53757;41201;1985;;GKV;4697910.16;4697910.16;1891206.8;406099.25;1225.31;1261.28;35.97;407324.56;407324.56;102042.8;1511956.92;960166.13;334767.44;0.0;0.0;;;;20408.25;;;;;;1177189.48;625398.69;956474.03;656416.64;467032.57;;;140461.37;-2210.64;-273.95
C_095;0;GmbH;53721;62020;2008;301.0;GKV;259739.47;259739.47;62047.32;16341.67;;;;16341.67;16341.67;16341.62;27026.37;27026.37;16526.37;0.0;0.0;;;;1142.4;;;;;;10500.0;10500.0;23136.37;15979.89;15979.89;;;6138.14;-3519.16;3897.3
C_415;0;GmbH;40882;46734;1976;23.0;GKV;750890.33;750890.33;553535.49;84397.74;-1683.92;3130.07;4813.99;82713.82;82713.82;72416.82;299469.5;69135.68;99410.83;55082.31;0.0;19981.38;;;17061.91;;;;;;144976.36;-85357.46;252673.5;39916.17;28548.85;1345.03;;112116.25;3786.06;-142502.44
C_715;0;GmbH;40474;52231;1927;1080.0;GKV;1264976.82;1264976.82;349965.71;24332.92;-4377.54;9864.17;14241.71;19955.38;19955.38;18831.34;378800.97;378800.97;191536.07;89566.66;0.0;118352.38;;;23492.92;;;;;;97698.24;97698.24;174202.26;40068.26;717.12;;;31871.06;-18004.32;-54071.08
C_633;0;GmbH;40721;68322;2008;;GKV;35499581.7;35499581.7;11224523.51;2488178.36;140565.46;282029.4;141463.94;2628743.82;2628743.82;1870035.27;28736539.05;28491329.58;8639122.43;806452.0;0.0;;;;3558000.0;806452.0;;;;;13263299.38;19045755.15;17253195.94;13343592.94;12965024.17;249916.45;;1564995.94;-37044.61;-1121601.74
C_444;0;GmbH;40211;62019;1993;76.0;GKV;20895577.87;19997486.02;10156444.48;779850.36;-65887.06;1559.1;67446.16;713963.3;713963.3;494320.32;5656852.81;5246852.81;3512193.53;0.0;17205.0;;;;;;;;;;2127454.28;1717454.28;4561439.87;2398990.82;8272.42;2346287.77;2000.0;564207.61;-252343.8;-311000.0
C_280;0;OHG;40878;62090;2007;;GKV;601239.85;601239.85;488980.75;-154668.24;698975.09;68203.2;78.75;544306.85;544112.45;535417.29;8846256.17;8846256.17;117569.93;0.0;0.0;;;;15676.4;;;;;;8704464.56;8728686.24;5704591.13;5599258.27;5491457.61;;;467516.2;-19068.51;-166320.14
C_917;0;GmbH;45326;46421;1982;301.0;GKV;110061.26;110061.26;80258.78;4437.98;;;;4437.98;4437.98;4437.98;41052.28;41052.28;33818.49;0.0;0.0;;;;;;;;;;7233.79;7233.79;32045.27;29763.42;9875.31;;;8103.14;-2321.0;1.82e-12
C_406;0;GmbH;45356;16100;1987;;GKV;31260290.84;30922833.42;7731566.45;475529.6;50481.38;59488.91;9007.53;526010.98;526010.98;365759.28;5430546.29;5124085.98;2225781.69;207100.0;0.0;;;;87372.04;;;;;;2704518.34;2691204.29;5417232.24;2361291.36;293573.87;;;-451086.3;0.0;100000.0
C_363;0;GmbH;45141;81210;1997;1454.0;GKV;13324614.67;13041780.17;8746837.64;1828588.83;-1689433.26;3067.88;1692546.6;139155.57;337051.78;98454.48;99371394.33;99371394.33;6675359.24;5160582.08;30869012.24;1041130.42;4618946.81;27570223.28;350331.79;;;;;;48675964.65;56666440.77;6809977.87;2808870.64;2459114.37;228691.95;;3289102.5;-1212909.13;-853215.74
C_107;0;GmbH;45128;26300;2000;;GKV;1501101.83;1501093.11;1483747.59;198638.5;-31666.11;316.0;31982.11;166972.39;165577.39;130811.29;577221.35;559934.35;428046.38;0.0;0.0;;;;;;;;;;140430.97;131887.97;407122.34;264366.25;9875.89;247628.48;;99638.48;-31290.96;-220487.34
C_521;1;GmbH;53879;46300;2009;;GKV;1867436.02;2077277.52;1109974.35;-5660.08;-138332.56;4.0;138336.56;-143992.64;-143992.64;-147450.75;2166450.34;2164332.34;1251561.74;482761.2;431743.07;708797.79;482761.2;431743.07;266133.11;;;;;;384.33;-1733.67;1532206.97;108740.07;244.57;86445.86;;-208150.16;-65816.02;276074.78
C_798;0;GmbH;47509;46712;1990;50.0;GKV;10462356.73;10462356.73;8641881.73;839691.71;-307463.29;14633.54;322096.83;532228.42;523960.11;523960.11;20039300.76;20039300.76;986745.27;1561227.26;5734000.0;345000.0;1533978.62;5734000.0;130000.0;27248.64;;;;;7200441.89;11757328.23;1728630.27;1718607.73;1196051.83;507913.14;1600.0;1162537.5;-205179.15;-337327.01
C_664;0;GmbH;47665;45100;2001;;GKV;1950541.87;1800947.42;1742639.45;35638.5;-24366.58;;24366.58;11271.92;11272.13;13085.06;1027025.86;1027025.86;917805.87;0.0;0.0;;;;;;;;;;109219.99;109219.99;222506.46;200216.43;141428.48;;;50062.22;-99095.5;-41023.29
C_348;0;GmbH;56743;46210;1993;18.0;GKV;84783128.92;84717907.61;71666579.07;537894.22;-183677.4;24377.44;208054.84;354216.82;354216.82;373679.79;119644834.2;113076462.0;21138879.14;1421083.24;3006784.0;4787817.15;1421083.24;1450484.0;3902117.37;;;;;;20736472.31;87509715.66;21215754.7;17783224.41;5752943.61;11667777.42;;3199382.47;-2674608.75;-298717.15
C_708;0;GmbH;56242;62019;2003;;GKV;17099087.44;20218636.44;7034689.85;250714.41;-146645.85;1563.61;148209.46;104068.56;104068.56;30407.24;10278616.38;10222909.38;7863989.49;546219.0;0.0;269873.64;137582.0;;1998127.59;;;;;;1868407.89;1812700.89;7368461.14;3844284.65;2553320.97;1103641.66;;1834427.02;-298740.23;27831.0
C_874;0;Genossenschaft;50668;47112;1962;40.0;GKV;169447041.2;167672299.2;106224572.0;40802155.29;-25778895.97;1148385.01;28467790.15;15023259.32;15023259.32;14394032.95;1084173663.0;1084458944.0;165800984.2;107008000.0;457754223.0;22996216.82;96853000.0;421041000.0;7470738.13;89000.0;16000.0;;;;335314453.0;353895736.6;133791863.4;78809997.65;72428540.01;2188943.62;102000.0;79228945.58;-9002147.5;62690434.5
C_777;0;Genossenschaft;51145;68310;1937;22.0;GKV;1311151.29;1310870.29;571604.91;38186.9;-13952.63;2206.98;16159.61;24234.27;24234.27;10074.29;475001.56;475001.56;398794.06;19936.24;0.0;103828.73;;;203502.0;;;;;;56271.26;56271.26;470575.64;245457.06;6004.62;;;41567.74;-15941.98;-21495.33
C_956;0;GmbH & Co. KG;50668;46750;1996;129.0;GKV;1930544.4;1582214.73;738044.16;203720.39;-1219.03;525.5;1744.53;202501.36;202501.36;142039.56;1463705.84;974251.7;752779.97;0.0;0.0;;;;116059.41;;;;;;221020.57;221471.73;1451682.5;829587.65;2314.16;822174.19;;-44958.38;-5743.64;938.52
C_367;0;GmbH;51149;46734;1998;17661.0;GKV;2842765.22;2842765.22;2730008.97;72558.48;-13220.49;213.67;13434.16;59337.99;59337.99;59337.99;1563512.07;1563512.07;512613.56;0.0;0.0;;;;;;;;;;869720.87;1050898.51;425166.85;391845.88;174326.63;;;205715.5;-37646.81;-508513.17
C_421;0;KG;50968;70101;2000;14.0;GKV;4295009.79;4295009.79;4295009.79;3464218.87;-778458.67;35044.21;813502.88;2685760.2;2685760.2;2685760.2;15731704.42;15731704.42;13390499.85;0.0;135.0;;;;;;;;;;2341069.57;2341069.57;2821273.97;7231458.08;2820373.56;;;3287774.49;2.9100000000000003e-10;-15237115.61
C_813;0;GmbH;50733;45310;1994;;GKV;279427.99;474655.31;296276.37;10208.65;-3709.1;36.25;3745.35;6499.55;6499.55;3649.1;167254.68;167254.68;38236.14;65243.17;0.0;;;;9445.89;;;;;;63775.37;63775.37;138315.27;61820.65;43807.92;11520.82;;-1236.88;-2191.21;3693.01
C_828;0;Genossenschaft;41747;68201;1899;;GKV;3764463.81;3790944.7;3069428.2;419430.8;1105.84;1105.84;;420536.64;420536.64;278311.48;2439143.87;2439143.87;663453.13;0.0;276379.26;;;;;;;;;;1499311.48;1499311.48;2358342.2;268706.6;254498.93;;;381433.66;-63866.89;-317269.02
C_458;0;GmbH & Co. KG;41199;43310;1985;;GKV;5053460.77;5053460.77;5653962.45;-9016950.58;7786975.59;2289.08;862392.77;-1229974.99;-1229974.99;-7.28e-11;53866616.28;52609616.28;38190631.86;0.0;3738121.0;;;;1133.41;;;;;;11937863.42;10680863.42;14010791.56;12728791.56;;35828.26;;7389614.36;-319544.32;-7070070.04
C_886;1;GmbH;45478;46711;1964;71.0;GKV;1185143.35;1669748.56;1002379.47;6858.8;-1170.69;46.02;1216.71;5688.11;5688.11;537.24;1277784.6;1277784.6;1247334.4;0.0;0.0;;;;;;;;;;30450.2;30450.2;1230669.6;291438.21;3560.53;;;39566.98;-23846.38;-19098.0
C_722;0;GmbH;42855;25731;1961;;GKV;130461.23;130461.23;798696.01;-419134.25;-168523.38;17426.44;185949.82;-587657.63;412342.37;421001.7;11832986.78;11832986.78;4791016.84;0.0;0.0;19197.58;;;49827.28;;;;;;7041969.94;7041969.94;171353.17;230723.57;909.81;9587.05;;-872813.02;835053.4;-9.31e-10
C_912;0;GmbH & Co. KG;42929;16230;1999;13.0;GKV;1354531.19;1354531.19;1362137.08;84184.53;-10298.57;130.81;10429.38;73885.96;77703.46;72604.9;624159.71;600655.99;194040.93;290697.75;0.0;;;;53548.55;;;;;;139421.03;115917.31;321601.64;290209.82;40676.36;240881.39;;66347.92;-299461.83;264430.53
C_457;0;GmbH;42697;71122;1991;107.0;GKV;26395168.64;26395168.64;7533903.16;1480272.33;8951.07;9480.07;529.0;1489223.4;1489223.4;965963.98;8082689.43;5817593.62;6996618.7;0.0;0.0;;;;5206785.54;;;;;;1080633.34;-1179025.08;7456866.75;1973434.35;109801.65;129557.36;;1317406.63;-57392.06;-1333330.65
C_936;0;GmbH;42781;25620;2006;;GKV;3714853.94;3717492.13;3881225.16;68320.79;-39612.76;;39612.76;28708.03;28708.03;5778.42;1231960.54;1231960.54;1189595.11;0.0;0.0;;;;;;;;;;42365.43;42365.43;352943.92;403569.07;4888.73;291669.31;;15592.57;-363589.25;-232666.27
C_243;0;GmbH;54296;43210;2002;;GKV;70862467.86;70862467.86;2070076.75;1520010.03;2313.42;2313.42;;1522323.45;1522323.45;-1.1299999999999999e-08;10983692.79;8813439.59;10884455.74;0.0;0.0;;;;3108947.73;;;;;;99237.05;-2071016.15;10976670.71;6807867.76;1995504.51;;;-197484.78;390.0;-2348953.89
C_202;0;GmbH;42551;46492;2002;;GKV;7799824.0;7801383.39;3846144.61;252366.93;-30621.08;902.5;31523.58;221745.85;221745.85;141360.44;2784945.41;2784670.41;760543.33;208505.18;0.0;45878.0;;;171448.13;;;;;;1724979.0;1815621.9;1138909.9;784742.84;490339.97;;;731814.07;-361186.83;-45878.0
C_300;0;GmbH;46569;36001;1998;3.0;GKV;1994098.87;1997778.87;1811453.67;490231.18;-17238.78;;17238.78;472992.4;472992.4;461293.36;1769267.21;1769267.21;206944.86;109447.36;0.0;41910.89;109447.36;;68416.49;;;;;;1452874.99;1452874.99;910625.19;273381.94;118425.49;;;474154.98;12367.14;-89128.99
C_166;0;GmbH & Co. KG;64584;42990;1932;96.0;GKV;19254886.55;19254886.55;18753891.62;1611842.06;-100292.54;29098.93;129391.47;1511549.52;1511549.52;1481647.45;20068359.61;20068359.61;6211644.8;810528.0;2124077.53;133960.27;810528.0;2124077.53;1406064.93;;;;;;8730801.28;10922109.28;10145888.96;9631196.0;5864797.14;;;1829809.18;-3825702.63;2414707.74
C_263;0;GmbH;64347;25120;2003;9.0;GKV;502527.6;558523.38;991689.51;40261.54;-11391.74;2001.01;13392.75;28869.8;28869.8;-1.46e-10;1399536.62;1399536.62;1373972.03;0.0;0.0;;;;;;;;;;25564.59;25564.59;409921.86;97672.62;75958.6;;;4334.6;-7.390000000000001e-13;-28869.8
C_232;0;GmbH & Co. KG;60594;52291;1970;148.0;GKV;138090.08;138090.08;153404.58;69255.89;-16573.93;;16573.93;52681.96;52681.96;50283.89;581959.79;581959.79;392741.71;91352.16;0.0;;;;57942.38;;;;;;624.92;97865.92;9857.13;12775.14;8951.26;;;116850.1;-185426.11;-11756.9
C_541;1;GmbH;65843;46692;1990;;GKV;96952.4;114882.4;257007.72;21865.74;-40817.6;;40817.6;-18951.86;-18951.86;-22943.97;660527.7;660527.7;371761.99;187363.64;73427.48;;;;;;;;;;27974.59;27974.59;223018.49;80874.93;80874.93;;;302229.87;-112734.0;-198016.98
C_132;0;GmbH & Co. KG;60323;70101;1996;21.0;GKV;6692465.68;7188479.63;3730382.31;283056.8;-15163.32;412.1;15575.42;267893.48;267893.48;181417.58;2970888.34;2970584.33;1513103.01;628692.94;0.0;113050.7;;;768722.96;;;;;;829092.39;828788.38;1686346.22;954648.28;112755.59;;;421042.8;-1060021.81;342366.69
C_009;0;GmbH & Co. KG;73079;46154;1976;;GKV;11738390.42;11738390.42;2567927.78;75603.38;-55694.22;12498.54;68222.76;19909.16;19909.16;2117.14;4138278.29;4138278.29;1569348.01;637657.69;52662.05;278024.06;637053.23;52662.05;1108836.74;;;;;;1878610.54;1878610.54;2198486.8;1477344.12;687693.79;660049.73;;201944.36;-237217.06;-141152.25
C_379;0;AG;60323;71122;2003;16.0;GKV;28740939.26;28917925.74;9950802.21;5015480.47;131631.4;148918.57;4538.17;5147111.87;5147111.87;3572805.51;36170379.99;36170379.99;6509675.9;2196520.615;480676.73;;;;1080308.2;;;;;;22580857.21;26983506.75;16924069.34;16778832.49;10093609.45;4405125.94;;-676175.48;-1860503.68;-2142221.16
C_082;0;GmbH;60549;96090;2007;373.0;GKV;384139.22;384139.22;134229.02;20899.02;-324.12;;324.12;20574.9;20574.9;17029.01;96855.4;96855.4;35839.93;0.0;0.0;;;;;;;;;;58162.34;61015.47;82113.4;26035.88;15944.66;;;42929.41;-5039.04;-22568.4
C_610;0;GmbH;35083;26110;2007;207.0;GKV;704821.48;666192.04;321378.08;2656.72;-136.64;666.19;802.83;2520.08;3158.79;2821.12;310365.1;141429.7;142284.06;0.0;0.0;3713.05;;;20049.56;;;;;;3.64e-12;-854.36;289029.84;50914.3;350.77;48345.03;;-194371.96;-2253.15;193628.47
C_369;0;GmbH;63456;23610;1999;241.0;GKV;1495668.79;1485115.79;896283.36;56918.23;-13428.36;18.75;13447.11;43489.87;43489.87;32939.96;434370.99;433890.99;244688.12;116165.82;0.0;95091.9;;;55139.04;;;;;;73517.05;73037.05;256385.92;230050.41;2115.17;;;13517.24;-70799.04;48066.07
C_527;0;GmbH;36277;46210;1926;;GKV;70297676.57;70594968.17;56967044.08;2005340.37;-298753.41;13974.92;312728.33;1706586.96;1706586.96;1399354.82;106276292.6;96403258.1;9734971.78;3419985.42;6155923.84;564121.81;2511066.54;6155923.84;4158111.03;739487.89;;;;;28369407.57;77092377.06;14371431.42;11943620.66;3299416.52;;;3473303.93;-7913162.08;-1030087.74
C_772;0;GmbH;34123;52291;2003;;GKV;2119953.25;2084237.78;1284079.65;136306.4;-1963.2;1521.62;3484.82;134343.2;134343.2;94025.02;1105862.32;1081907.08;338952.72;73966.93;30712.79;;73966.93;30712.79;40724.07;;;;;;662229.88;638274.64;972171.5;876033.33;408146.12;434651.74;;36806.57;-53294.71;50357.08
C_605;0;Sonst. Gewerbetreibende;34225;68200;2007;;GKV;7503741.76;7552534.05;5146113.4;956703.19;6711316.61;608200.94;409457.43;7668019.8;7668019.8;6890493.25;98810896.84;98736813.44;3020302.34;8516872.7;0.0;3268.59;;;82297.84;;;;;;87273721.8;87199638.4;13928748.08;13395456.96;316304.44;330481.78;;12242110.07;-3268966.35;-8749718.8
C_558;0;GmbH;55129;68202;2000;;GKV;1218533.63;1224135.41;568699.04;-59312.46;-83428.57;56.74;83485.31;-142741.03;-142741.03;-2.87e-10;2026390.05;1884732.62;2020075.62;0.0;0.0;;;;128830.23;;;;;;6314.43;-135343.0;1125996.42;297557.24;4869.57;;;10426.3;-2648.22;15697.54
C_723;0;GmbH;55129;68200;2000;;GKV;1321339.27;1298339.27;555261.55;-30477.95;-194092.29;824.22;194916.51;-224570.24;-224570.24;-248944.91;10054456.55;10054456.55;822331.19;1263473.94;5181872.09;209781.72;1097125.98;3321625.33;60850.4;;;;;;2786779.33;2786779.33;904290.42;516288.73;460332.76;34941.57;;40803.53;1.0499999999999999e-09;-195990.39
C_710;0;GmbH & Co. KG;21335;68320;2002;;GKV;380701.26;443738.31;440301.35;189023.33;-128651.8;13957.05;142616.65;60371.53;60371.53;57946.54;2507800.95;2507798.95;2441233.7;8254.93;0.0;;8254.93;;21884.21;;;;;;58312.32;58310.32;374145.92;319012.56;26.76;120265.89;;1637841.71;-1637928.71;3.64e-11
C_121;0;GmbH;55129;68300;1992;;GKV;3610986.86;3617246.04;3129774.72;17623.22;32003.54;41514.02;9510.48;49626.76;49626.76;175086.21;1254204.07;1254204.07;481995.09;3230.59;337348.48;;;337348.48;90056.18;;;;;;431629.91;431629.91;556903.03;631359.09;395397.3;42488.44;;22516.0;-390140.16;321324.48
C_603;0;GmbH & Co. KG;55129;68200;2007;;GKV;2508000.0;2508000.0;2079000.0;339000.0;-150000.0;30000.0;180000.0;189000.0;189000.0;189000.0;5738270.78;5702411.52;368782.75;944532.46;2345271.86;208143.02;944532.46;2345271.86;34448.41;;;;;;2076615.79;2043824.45;1698086.35;310764.68;295965.27;11429.69;;445136.77;-42404.0;-208332.57
C_982;0;GmbH & Co. KG;55129;68320;2010;;GKV;4618212.92;4470235.92;1707910.79;230432.74;-1461.09;2418.06;3879.15;228971.65;237034.65;169954.89;1605348.2;1595452.35;719107.37;38362.54;0.0;;;;87970.12;;;;;;847878.29;837982.44;1473266.37;1483998.59;976151.25;;;413697.12;-67417.5;-332708.21
C_656;0;GmbH & Co. KG;55129;68101;2011;;GKV;1515076.58;1565139.25;1238571.75;214988.07;73.94;73.94;;215062.01;215062.01;161365.61;603568.63;603568.63;163932.73;0.0;0.0;;;;496.29;;;;;;439635.9;439635.9;595683.63;544624.76;175189.37;;;26448.99;-183.99;-180000.0
C_769;0;GmbH;63065;43210;1950;;GKV;13232944.06;14390677.99;3955511.28;1377113.93;-30430.23;;30430.23;1346683.7;1346683.7;962059.7;3014792.44;3014792.44;1390821.42;1365.39;500000.0;;;500000.0;401068.06;;;;;;1122605.63;1122605.63;2679135.55;1518796.44;437145.06;976658.27;;-889111.94;-100925.56;500000.0
C_491;0;GmbH;63263;70220;1976;;GKV;2350724.07;2350724.07;2358612.42;252042.5;13266.17;15994.55;2728.38;265308.67;265308.67;-4.66e-10;738345.87;738345.87;638903.1;0.0;0.0;;;;1847.6;;;;;;99442.77;99442.77;737928.87;737760.21;36.7;190819.4;;262746.81;2598.56;-265308.67
C_857;0;GmbH;63263;62020;2000;;GKV;4517436.2;4645748.63;2523376.21;46499.16;-7115.66;7.23;7122.89;39383.5;39383.5;21846.2;2545878.08;1505147.33;366149.96;0.0;0.0;;;;;;;;;;1138997.37;1138997.37;1891711.58;503031.69;344654.05;;;340186.78;-126546.98;0.0
C_040;0;Einzelfirma;64832;25993;1966;;GKV;25484552.7;25799735.05;20275492.21;415688.42;-730386.31;8218.04;738604.35;-314697.89;-314697.89;-274838.12;33724666.21;33724666.21;7257421.83;6783268.47;3538507.22;2688195.36;6783268.47;1818181.84;1034769.68;;;;;;15692003.69;16145468.69;10128794.64;5854460.78;3224002.34;;;205686.18;-7672027.66;1856158.69
C_709;0;GmbH;63065;64200;2007;;GKV;34700291.18;34700291.18;3252686.37;-313188.74;169.24;169.24;;-313019.5;-313019.5;0.0;16165528.52;15185528.52;15654236.63;0.0;0.0;;;;312763.69;;;;;;511291.89;-468708.11;12753235.58;5435661.37;1344274.76;;;2714515.55;-2989457.95;-411741.5
C_217;1;GmbH;63263;43999;2010;;GKV;1503392.62;1503392.62;772588.74;53745.59;-22480.81;;22480.81;31264.78;31264.78;29170.78;478438.49;477711.2001;457190.42;19708.55;0.0;;;;294486.57;;;;;;1539.52;812.23;319699.17;148976.56;7383.61;;;253871.52;-2548.17;-13522.35
C_157;0;GmbH;55286;85599;2010;;GKV;30932528.76;29867581.69;16540156.5;4616965.66;-2411360.74;72178.03;2481098.37;2205604.92;2205604.92;2118209.85;199479360.4;199479360.4;18700745.0;25198919.29;30716980.91;7243000.0;18218842.88;28827000.0;;;;;;;114476809.6;124862715.2;20376228.25;8969899.59;8911072.0;;;10049669.96;-4477569.63;-1965513.75
C_250;0;GmbH;65779;46494;1970;;GKV;849825.78;842514.78;494355.21;85206.4;-5004.96;3.75;5038.71;80201.44;80201.44;70566.95;246203.24;246203.24;172459.14;0.0;0.0;;;;;;;;;;73744.1;73744.1;121340.21;113142.41;12527.64;;;-44157.97;-13220.24;-58895.65
C_931;0;GmbH & Co. KG;61169;26300;1980;;GKV;596361.73;596361.73;151148.51;12791.32;-2895.93;0.46;2936.39;9895.39;9895.39;7259.57;159448.22;159448.22;70351.64;26019.88;0.0;;;;14107.38;;;;;;63076.7;63076.7;151396.72;41969.74;3661.07;;;56195.85;-413.5;-53705.42
C_349;0;GmbH;61267;68310;2004;2.0;GKV;40878978.52;40895650.99;13578510.01;2528496.56;-577149.51;52181.67;629331.18;1951347.05;1951347.05;1302951.88;35494882.88;35494882.88;7568477.35;7585355.57;5211928.67;1377000.0;5461000.0;4652912.67;89602.34;;;;;;12753329.75;15129121.29;6851417.0;6800825.23;2148647.11;2307407.55;;3487688.8;-3723221.86;-1863553.69
