id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_assets_adj;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;total_equity_adj;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_131;0;GmbH & Co. KG;12359;46730;1900;;GKV;106873831.7;106873831.7;38593611.75;6536077.55;1345910.44;47945.82;423412.24;7881987.99;7881987.99;6522577.26;43658480.44;43658480.44;7356606.44;3752193.76;255645.94;;;;4120064.34;;;;;;32244714.3;32294034.3;37831990.81;17111465.66;10297047.5;;;6986093.74;-1112341.58;-7520392.09
C_203;0;GmbH & Co. KG;10719;70101;1976;;GKV;1393868.78;1407888.53;1539841.18;38140.91;1072009.59;9934.29;4372.31;1110150.5;1106812.71;1116985.09;11567989.44;11542989.44;7034963.92;0.0;0.0;;;;;;;;;;4508025.52;4508025.52;4669178.63;927837.74;926383.75;;;-4343980.49;1174426.51;1128108.08
C_138;0;Einzelfirma;12165;47730;1908;;GKV;110447820.8;110447820.8;125454998.7;54033808.08;-10293209.88;62152.95;10641194.38;43740598.2;43740598.2;28405998.52;1089218061.0;1089218061.0;347515965.3;164735236.8;92222172.0;37432969.2;138192039.3;92222172.0;13968005.91;;;;;;454744489.7;484744687.2;35465651.58;8545183.94;5036615.09;516646.73;;130180923.1;-141977592.3;12567030.8
C_328;0;GmbH;13055;68201;1990;415.0;GKV;45180.42;45180.42;48477.05;22382.91;147.65;;2.77;22530.56;22530.56;15522.86;85195.0;85195.0;5661.13;0.0;0.0;;;;;;;;;;79533.87;79533.87;84847.7;80615.11;75679.79;;;18004.97;-378.71;0.0
C_581;0;GmbH;16792;78100;1991;;GKV;284342000.0;284342000.0;42335000.0;-134047000.0;810891000.0;891000.0;15925000.0;676844000.0;676844000.0;634226000.0;3202392000.0;3202354000.0;285171000.0;503500.0;0.0;382000.0;;;6790000.0;;;;;;2883814000.0;2916679500.0;422909000.0;431255000.0;21696000.0;448000.0;;586177000.0;-733975000.0;-95826000.0
C_221;0;GmbH;14059;86101;1993;505.0;GKV;26025323.61;26015542.03;22022993.85;2086104.36;207389.42;207389.42;;2293493.78;2293493.78;2285323.24;37399300.99;26770369.55;4582487.49;0.0;0.0;;;;880043.46;;;;;;13733666.5;22187882.06;14504753.93;3441491.02;322075.13;3034766.29;;2862349.65;-667342.46;-2091455.69
C_209;0;GmbH;10437;87100;1995;82.0;GKV;1105332.48;1105332.48;717405.05;88074.8;-31.08;26.26;57.34;88043.72;88043.72;60053.41;483214.17;483214.17;94976.22;3123.5;0.0;;;;18582.32;;;;;;381990.95;385114.45;371506.04;343269.12;256395.19;;;156251.71;-57344.11;-1.1599999999999999e-10
C_378;0;GmbH;12681;71122;1999;;GKV;138459.52;138459.52;314703.03;170487.91;-1878.61;21980.74;23859.35;168609.3;168609.3;163542.42;2250866.32;1799178.82;698061.22;0.0;0.0;350566.8;;;689.06;;;;;;1552805.1;1101117.6;496696.93;45009.43;35726.57;;;194753.98;331830.61;-798859.83
C_156;0;GmbH;10997;47250;2001;;GKV;16193391.99;16193391.99;15489681.88;677798.86;76119.14;31798.06;46230.47;753918.0;753918.0;750000.0;21253492.42;21253492.42;2865310.26;363965.01;56163.78;;;;146773.04;;;;;;10750000.0;17968053.37;4472083.15;3729290.71;3425482.38;;;832535.95;502786.28;-4.66e-09
C_327;0;GmbH;14943;96090;2002;22.0;GKV;51995424.22;51979901.95;46420844.34;5956777.13;-775748.25;11095.34;819785.83;5181028.88;5181028.88;5104827.2;42673435.4;40758768.36;7617142.03;13684030.37;6275457.0;2000000.0;8000000.0;5661000.0;1685808.78;;;;;;6828494.53;13182138.97;18909648.9;15619860.6;6720068.91;8847966.22;;5696079.15;-1418555.39;-4163970.88
C_901;0;GmbH & Co. KG;12529;96090;2003;57.0;GKV;827865.14;828495.69;384088.09;17479.94;-9914.33;;9914.33;7565.61;7565.61;5969.24;412521.86;412521.86;143859.45;146956.0;0.0;41805.37;;;71677.28;;;;;;121706.41;121706.41;293632.6;60254.02;20855.93;;;-33825.57;-49189.78;57316.96
C_320;0;GmbH & Co. KG;12529;82999;2003;218.0;GKV;3754118.16;3754118.16;3576638.79;218364.8;-40232.66;4707.11;44939.77;178132.14;185134.73;185134.73;4541952.49;4541952.49;924320.32;435563.19;1745275.83;96145.54;435563.19;1745275.83;10654.66;;;;;;1436744.18;1436793.15;1120396.47;1119498.76;1053844.19;54952.61;;330553.9;-15824.59;-96145.54
C_274;0;GmbH;12557;46320;2003;;GKV;3050059.62;3050059.62;2703635.82;-47014.34;56196.84;56196.84;;9182.5;9182.5;9182.5;3063375.49;286421.7;3063375.49;0.0;0.0;;;;;;;;;;0.0;-2776953.79;323861.47;192001.9;70449.58;;;-87708.11;-7788.16;-105334.41
C_417;0;GmbH;10117;70220;1990;71.0;GKV;553921.37;553921.37;512309.33;86356.8;-12876.99;;12876.99;73479.81;73479.81;55100.24;1085765.94;1085765.94;161713.32;0.0;891248.5;;;688816.48;8397.88;;;;;;32804.12;32804.12;123350.71;220330.44;80650.31;33879.4;;121372.97;-284636.08;212544.91
C_372;0;GmbH;12049;71121;2004;;GKV;1039685.5;1039685.5;987529.04;-1097089.37;1433163.58;30346.12;148219.72;336074.21;336074.21;219907.14;23935468.29;23935468.29;455224.85;2201003.32;874993.0;;;;50943.96;;;;;;20404247.12;20404247.12;154766.3;181232.03;10499.86;;;752172.36;-617985.25;-142225.0
C_299;0;GmbH;12109;45200;1984;;GKV;602378.78;602378.78;429945.62;98472.71;10.69;10.69;;98483.4;98483.4;68205.27;220077.7;220077.7;59310.43;50000.0;500.0;88.0;;;5188.59;;;;;;110267.27;110267.27;204886.81;206236.7;146399.74;;;136445.71;-10865.94;-4.370000000000001e-11
C_229;0;GmbH;14467;81100;2005;487.0;GKV;298211.68;298211.68;298294.9;28915.11;-26221.62;;26221.62;2693.49;2693.49;2693.49;1233117.4;356253.8;1233117.4;0.0;0.0;;;;28017.09;;;;;;;-876863.6;354796.8;355890.97;332485.42;;;13657.69;0.0;-811700.0
C_652;0;GmbH & Co. KG;16356;52291;2003;;GKV;5780193.26;6463030.86;2343817.05;461313.49;-6773.56;1610.04;8383.6;454539.93;454539.93;311018.93;1666103.89;1666103.89;1299885.28;0.0;26450.0;;;;214329.72;;;;;;339768.61;339768.61;1511210.89;1452375.62;1290319.45;151185.17;272.46;39965.28;-68200.89;-239863.77
C_735;0;GmbH;12051;46165;2008;;GKV;1344384.99;1344384.99;720460.86;162729.06;;;;162729.06;162729.06;0.0;311205.92;184568.57;286205.92;0.0;0.0;;;;;;;;;;25000.0;-101637.35;311205.92;184568.57;182326.71;;;158068.74;0.0;-87093.64
C_085;0;GmbH;14482;41000;2008;;GKV;20053814.23;20053814.23;10552042.66;728426.61;-192766.77;0.96;192767.73;535659.84;535659.84;467427.81;12566273.56;12566273.56;11566273.56;0.0;0.0;;;;1292949.86;;;;;;1000000.0;1000000.0;4511767.92;2048205.75;;;;4587743.9;-4176259.9;-411484.0
C_881;0;GmbH;10625;68100;2010;;GKV;10365544.05;10365544.05;7931366.2;565338.94;4854.88;6067.72;1212.84;570193.82;570193.82;568724.9;9713329.26;9704238.98;844831.6;45064.59;0.0;;;;231622.67;;;;;;8823433.07;8814342.79;7715921.82;7749440.79;6802934.01;855343.08;;1051697.31;-366425.37;-5398.26
C_565;0;Genossenschaft;49413;46610;1919;33.0;GKV;642247.84;1142247.84;579004.16;127198.4;-2000.68;5.69;2006.37;125197.72;125197.72;90613.32;1889096.66;1889096.66;1677987.76;0.0;0.0;;;;976.51;;;;;;211108.9;211108.9;1814395.33;309832.07;276332.99;;;197604.59;-21474.41;-82.19
C_941;0;GmbH;29308;87100;2007;;GKV;10129943.12;10486827.9;5959584.15;435328.26;-341781.85;;341781.85;93546.41;93546.41;59807.63;9670406.48;9563406.48;3780319.26;2322791.45;1577280.0;1475640.19;1505400.0;1577280.0;1429788.42;;;;;;1990015.77;1883015.77;3451499.64;1352994.01;1349.09;986648.6;;-56012.29;-533257.11;458684.75
C_594;0;GmbH;25855;8120;2000;58.0;GKV;7721180.96;7740332.96;7152818.98;607782.65;-140466.21;8587.17;149053.38;467316.44;467316.44;253758.29;3726982.66;3726982.66;1906666.23;683487.45;442452.9;965078.88;683487.45;442452.9;388716.18;;;;;;694376.08;694376.08;1009952.3;994693.15;40930.75;;;390965.9;-341578.5;41287.63
C_353;0;GmbH & Co. KG;25923;47192;2004;;GKV;15533167.35;15533167.35;15145076.32;64078.01;-1520.66;;1520.66;62557.35;62557.35;0.0;2283566.81;2042109.92;2258566.81;0.0;0.0;;;;106388.58;;;;;;25000.0;-216456.89;2025590.97;1784614.08;51390.83;61392.65;;-1057950.87;-157123.74;1075131.83
C_145;0;GmbH;24999;52291;2009;;GKV;15203996.86;15203996.86;15121656.29;687517.49;31488.38;32086.79;598.41;719005.87;719005.87;499375.81;4093611.71;320611.71;1522834.82;0.0;0.0;;;;44028.24;;;;;;2570776.89;-1202223.11;4014930.33;234484.71;13534.82;;;-403607.33;-8471.79;421665.91
C_346;0;GmbH;37083;68200;1960;29.0;GKV;2006000.0;1991000.0;1618000.0;1159000.0;-770000.0;1000.0;771000.0;389000.0;389000.0;335000.0;17549000.0;17549000.0;14572000.0;0.0;0.0;;;;;;;;;;2977000.0;2977000.0;647000.0;352000.0;316000.0;;;768439.89;640.6;-12065679.85
C_770;0;GmbH;37073;96090;2006;;GKV;19523360.69;19523360.69;18342231.85;-44376.03;-16595.0;364.12;16959.12;-60971.03;-60971.03;-64266.83;5564992.78;5068992.78;2519632.85;55994.13;0.0;31098.93;55994.13;;225167.72;;;;;;2637330.73;2493365.8;2290700.1;1787564.74;329055.96;1253653.67;;114223.57;-200834.45;-260256.15
C_336;0;GmbH;38723;62020;1991;;GKV;2260287.42;2260287.42;2318925.02;929814.23;-808185.49;;808185.49;121628.74;121628.74;47239.62;16305655.12;16305655.12;16202050.0;0.0;4020.0;;;;;;;;;;99585.12;99585.12;174733.12;38418.85;38418.85;;;15297762.72;0.0;-994333.44
C_632;0;GmbH;20095;90042;1932;372.0;GKV;402412.07;402412.07;51026.11;-17949.88;;;;-17949.88;-18697.63;-18095.03;254421.75;249668.87;254421.75;0.0;0.0;;;;;;;;;;3.64e-12;-4752.88;249668.87;249661.51;11458.54;;;10981.55;0.0;1.64e-11
C_310;0;GmbH;20095;82999;1977;;GKV;2781452.42;2781452.42;2533657.73;146531.29;-21738.05;1307.73;23045.78;124793.24;124793.24;81789.62;2022190.47;2016290.47;854172.21;825740.72;0.0;258172.12;;;486349.16;;;;;;280415.4;336377.54;722711.4;802581.47;154591.91;;;258062.06;-1001060.35;604013.74
C_690;1;GmbH & Co. KG;20354;68201;1997;;GKV;3209966.14;2747721.25;907789.2;32283.3;-2832.52;2596.94;5429.46;29450.78;29450.78;19188.41;1812944.09;448594.81;461767.27;0.0;0.0;;;;218948.29;;;;;;63620.46;-13172.46;1748710.78;222051.12;35472.08;;;-34729.08;11256.52;11748.09
C_338;0;GmbH;20097;46310;1998;;GKV;16327.7;16327.7;16327.7;1460.28;2541.64;4055.46;1513.82;4001.92;4001.92;3365.04;521107.71;521107.71;29723.28;40000.0;130138.14;;;130138.14;4561.4;;;;;;321246.29;321246.29;379743.15;41580.7;40899.59;;;-20337.77;-142154.79;170138.14
C_900;0;GmbH;21031;68100;1993;;GKV;612714.71;612714.71;191044.64;4422.99;-666.91;;666.91;3756.08;3756.08;1326.25;225178.32;225178.32;69665.95;11571.7;103235.66;;;;55972.09;;;;;;40705.01;40705.01;206862.32;194756.41;44256.4;150500.01;;-13228.79;2738.91;-11286.05
C_318;0;AG;22607;62011;2000;70.0;GKV;574420338.0;574699790.1;450423353.8;16898145.14;411149.22;261090.94;837722.43;17309294.36;17657864.83;4.66e-09;150606082.8;149882315.8;125256578.0;0.0;3149906.0;137.2;;;15968160.65;;;;;;22052662.85;21475831.88;120176351.3;120576745.3;1909922.03;74133704.41;;-14812738.47;-8853505.58;18095228.05
C_161;0;GmbH;20354;35112;2000;289.0;GKV;644233.92;723240.12;294261.4;125981.53;-4545.32;3217.52;7762.84;121436.21;121436.21;92235.21;799109.32;680720.75;647618.44;42268.31;0.0;;35674.09;;93996.55;;;;;;109222.57;-9166.0;742956.79;287910.9;51492.92;193168.57;;130708.82;-22530.19;-38957.08
C_534;0;GmbH;21762;88990;2002;327.0;GKV;779622.72;814492.72;462536.11;40497.36;-1071.61;277.12;1348.73;39425.75;39425.75;26787.61;370187.37;324701.48;238659.72;77342.74;0.0;;77342.74;;83849.88;;;;;;54184.91;8699.02;245515.24;182678.98;67910.09;111851.76;;172097.57;-112184.18;-8433.95
C_902;0;GmbH;21107;10410;2005;137.0;GKV;103632068.9;104603275.3;39557201.29;10487424.07;-752049.34;56949.38;853798.09;9735374.73;9722386.4;7839594.1;76261254.68;76253254.68;30265500.71;9750492.415;8760219.38;2017000.0;6975000.0;6543511.67;1835201.56;;;;;;23028694.1;27477042.18;17208542.6;16972827.36;8687966.95;7366863.62;;32958351.44;-10416461.6;-14308085.97
C_916;0;GmbH;22525;68100;2005;;GKV;445489.98;445489.98;183569.19;2866.22;532.89;532.89;;3399.11;3399.11;1594.16;90244.86;46930.83;45459.73;0.0;0.0;;;;29372.84;;;;;;44785.13;1471.1;85273.86;36274.69;8130.54;;;-5773.18;-326.01;-532.89
C_463;0;GmbH & Co. KG;70567;35113;2001;;GKV;1380599.92;1380599.92;1314522.53;152285.06;-52039.4;3865.62;56675.02;100245.66;102317.66;72432.4;1418049.33;1357541.93;208601.24;3000.0;870908.69;;;850419.69;46983.29;;;;;;335539.4;275032.0;499141.24;434735.54;373745.74;47515.61;;149932.31;-13394.37;-203011.39
C_167;0;GmbH & Co. KG;25980;47770;2009;25.0;GKV;27977387.15;28020290.99;4597863.94;470496.98;101453.88;146048.56;83441.31;571950.86;571950.86;487886.48;9079382.09;9079382.09;5363240.89;0.0;96977.0;2000514.67;;;652415.17;;;;;;3625194.98;3619164.2;5713279.65;2159931.85;145758.94;1789606.42;;1786352.87;-713197.74;-281224.05
C_693;0;GmbH;21509;52100;2009;;GKV;13615550.64;13615550.64;3856615.99;111085.21;-200436.96;35531.63;237146.71;-89351.75;-94164.75;-94855.75;6287465.49;8035260.69;5599315.38;0.0;881915.0;;;;1011420.08;;;;;;1554030.31;1554030.31;6123020.31;1678477.21;999.86;;;1251940.53;4302.65;-1256232.12
C_703;0;GmbH;37627;35130;1973;2.0;GKV;291897.81;291897.81;214132.58;19309.7;;;;19309.7;19309.7;19309.7;180375.8;116731.16;144898.58;0.0;0.0;;;;127812.74;;;;;;35477.22;-28167.42;98268.16;38395.86;9375.05;28806.0;;25524.73;-16738.98;-300.85
C_172;0;GmbH & Co. KG;37691;10710;1964;;GKV;382023072.3;353401964.3;154793864.7;38970631.22;-3056600.31;81684.07;3230897.79;35914030.91;35914030.91;31223282.57;219540702.1;260543038.6;136899312.6;0.0;3948991.0;;;;;;;;;;120000000.0;119694735.0;138776758.1;40207991.36;1097605.57;;;56549834.83;-21001174.72;-26823282.57
C_182;0;Sonst. Gewerbetreibende;30900;68200;2000;;GKV;61449468.89;61466917.58;55953365.75;-14746226.93;-1271133.38;4469.82;1275603.2;-16017360.31;-16017360.31;-16151695.75;76947070.4;64247619.15;58794230.8;7300000.0;0.0;;;;1824827.44;;;;;;4687414.51;-1846611.65;23745697.75;10286842.67;1927376.93;6904791.31;;13298164.8;-3164678.84;-10967218.68
C_964;0;GmbH & Co. KG;30161;41103;2006;26.0;GKV;3376790.18;4308851.77;892305.49;-67731.78;-48773.39;628.39;49401.78;-116505.17;-116505.17;-85325.35;2770588.17;2722025.01;536155.95;1831502.54;0.0;;1831502.54;;338215.31;;;;;;387994.22;354366.52;2312410.58;252506.19;61705.36;;;-899711.87;-68229.73;1036173.42
C_171;0;GmbH;31303;35130;2007;;GKV;3372503.45;3371559.27;2632339.32;489834.57;9260.06;19296.43;10036.37;499094.63;499094.63;2.33e-10;645221.54;645221.54;620221.54;0.0;0.0;;;;13827.27;;;;;;25000.0;25000.0;627385.54;103786.45;73477.04;;;498561.45;-4201.75;-452301.2
C_821;0;GmbH;31171;45100;2001;;GKV;6627044.56;6627044.56;5001597.91;417986.5;-100783.89;8475.84;109259.73;317202.61;317202.61;202248.6;3756976.86;3471091.29;1492039.0;1372224.59;3800.0;705352.14;1353185.09;3800.0;259238.49;;;;;;869873.77;603027.7;1146395.36;774530.98;56047.2;609614.36;;701245.6;-967194.26;-133613.86
C_147;0;BGB-Gesellschaft;24161;62030;2003;2062.0;GKV;2705269.15;2705269.15;566155.87;22003.44;-59311.33;229.67;59541.0;-37307.89;-37307.89;-37288.89;1517161.77;1517159.77;1404695.18;0.0;0.0;;;;;;;;;;112466.59;112464.59;1504503.77;189752.1;7671.58;180758.44;;121666.72;-3531.42;-118259.27
C_547;0;GmbH;24145;47111;2008;;GKV;1500.0;1500.0;1500.0;1373.0;1140.0;1140.0;;2513.0;2513.0;2115.35;40999.59;40999.59;346.8;0.0;0.0;;;;;;;;;;40652.79;40652.79;40999.59;0.0;;;;4.150000000000001e-12;0.0;0.0
C_641;0;GmbH;24340;43220;2009;;GKV;432889.24;432889.24;431900.99;9629.92;-14400.49;94.24;14494.73;-4770.57;-4770.57;-6722.57;860853.04;765979.55;860853.04;0.0;0.0;;;;3316.14;;;;;;1.46e-11;-94873.49;85360.69;85475.38;4522.83;;;33565.07;-24141.4;-13699.59
C_437;0;GmbH & Co. KG;49716;45100;2000;;GKV;30000.0;30000.0;30012.5;28216.1;17198.01;10948.01;;45414.11;45414.11;38228.51;249137.69;249137.69;3407.21;0.0;0.0;;;;29.75;;;;;;245730.48;245730.48;249137.69;224132.94;;;;4.83e-12;0.0;0.0
C_447;0;GmbH & Co. KG;24782;47591;1992;;GKV;1528445.76;1528445.76;1046091.53;146325.51;-21127.51;11166.33;32293.84;125198.0;125198.0;120585.39;379480.47;170176.25;241082.99;54019.04;0.0;130259.12;;;20784.33;;;;;;84378.44;-124925.78;374247.47;126099.0;4077.05;92985.55;;48319.42;17507.5;-70512.47
C_114;0;GmbH;49201;31099;1980;169.0;GKV;6443258.75;6453837.84;24211268.33;133889.74;-474913.0;;474913.0;-341023.26;-341023.26;-348224.05;17661340.32;5298099.9;3585764.6;0.0;10457704.0;;;;429603.07;;;;;;914973.35;-8745368.7;14557760.4;1525253.86;429418.87;;;-97284.82;-160965.2;-82425.56
C_984;0;GmbH;49076;43210;1947;50.0;GKV;16959625.79;17299732.81;16713370.48;1959543.74;-1214494.94;1996.39;1216491.33;745048.8;745048.8;739365.72;53289990.7;53227027.63;10222294.84;27440440.01;343033.0;3077546.91;;;5380270.04;;;;;;9600728.45;15221259.78;2188238.3;2217774.3;603635.27;;;7042785.2;-10979739.8;2142229.28
C_005;0;GmbH;49143;1610;1988;44.0;GKV;362232000.0;362232000.0;153819000.0;25753000.0;156174000.0;6624000.0;906000.0;181927000.0;181927000.0;148644000.0;747242000.0;740940000.0;247289000.0;2337500.0;4279000.0;;;;37976000.0;;;;;;490433000.0;487034500.0;422775000.0;395800000.0;84468000.0;1584000.0;193000.0;147618000.0;-54005000.0;-121097000.0
C_992;0;AG;49076;71110;1995;333.0;GKV;1798640.93;1836662.8;673756.85;73209.55;-31100.54;543.42;31643.96;42109.01;42109.01;36796.12;474414.54;428128.76;424414.54;0.0;50000.0;103248.13;;;33140.18;;;;;;2.9100000000000002e-11;-46285.78;371870.96;92170.53;36668.99;;;-7076.29;-52016.47;11055.45
C_736;0;GmbH;49638;46220;1998;;GKV;38299417.93;38299417.93;7523911.97;437184.54;1132100.06;2331.57;14420.42;1569284.6;1569284.6;1324029.76;10402365.3;10402365.3;6421260.7;0.0;234172.5;;;;4077153.05;;;;;;4246932.1;3746932.1;7959596.11;6017362.94;597959.16;;;1731981.15;-500089.24;-1800000.0
C_505;0;GmbH & Co. KG;49134;68202;2002;;GKV;17354380.57;17028511.57;8258413.96;61189.86;-3198.09;186.99;3385.08;57991.77;57991.77;0.0;3506627.67;3691247.17;3640032.58;0.0;0.0;;;;778277.69;;;;;;51214.59;51214.59;3445423.73;1800599.57;4643.97;475279.56;;-1388728.87;-12834.74;1401797.73
C_041;0;GmbH & Co. KG;49594;28410;1982;;GKV;5329986.1;5457368.1;3978661.38;1916978.38;-1639725.03;77992.03;1717717.06;277253.35;277253.35;385615.31;61543269.26;61543269.26;2282712.76;2166000.0;39337000.0;500172.63;2166000.0;39337000.0;165467.21;;;;;;17757556.5;17757556.5;4468937.49;3872125.18;1894884.1;;;2043375.43;-145346.99;-1339418.8
C_134;0;GmbH;49328;46901;1992;27.0;GKV;156489.5;160145.75;164012.16;-43711.58;42.35;42.35;;-43669.23;-42353.43;-35787.95;90400.09;90400.09;14495.68;0.0;0.0;;;;;;;;;;75904.41;75904.41;64735.67;56566.15;23309.09;;;-15916.81;-277.3;0.0
C_801;0;GmbH;29525;49310;2002;416.0;GKV;27619277.07;27619277.07;4475636.82;1233173.35;6650.26;5550.26;;1239823.61;1239823.61;834391.6;3295023.78;3295022.78;1149823.95;0.0;0.0;;;;674962.84;;;;;;2145199.83;2145198.83;3051181.11;2576224.52;824203.72;;;1229479.46;-5394.3;-1000000.0
C_804;0;GmbH;26180;38210;2001;;GKV;691709.91;691709.91;172404.6;13704.01;-67.1;;67.1;13636.91;13636.91;9243.64;122906.18;122906.18;42853.15;0.0;0.0;;;;27669.86;;;;;;80053.03;80053.03;121903.18;117956.56;41204.59;;;-17345.53;-85.14;-1.46e-11
C_776;0;AG;22926;64200;1971;;GKV;35779300000.0;35779300000.0;1108200000.0;968400000.0;-3200000.0;1400000.0;4600000.0;965200000.0;965200000.0;0.0;2165900000.0;2164000000.0;2043000000.0;0.0;2700000.0;;;;455600000.0;;;;;;120200000.0;118300000.0;2140600000.0;1951300000.0;34700000.0;655900000.0;;1601200000.0;-800000.0;-1775700000.0
C_538;0;GmbH;23847;43220;1919;;GKV;667256344.0;668719342.0;266657941.0;-9240774.0;37110802.0;659103.0;6958218.0;27870028.0;20279699.0;0.0;356749425.0;356749425.0;137131787.0;794054.5;99067476.0;;;;;;;;;;118962053.0;119756107.5;144086878.0;5251172.0;125377.0;;;43382564.0;-23571739.0;-19775820.0
C_951;1;GmbH;22880;21200;1963;966.0;GKV;65172278.34;65215458.34;8463739.77;1613029.25;-1519659.32;85832.01;1605491.33;93369.93;93369.93;79239.73;117823221.9;117823221.9;86929187.7;30093417.2;0.0;;;;72823430.74;;;;;;800617.02;800617.02;113341791.8;24814153.4;69247.58;;;215409.18;-29634.34;-7.45e-09
C_870;0;GmbH & Co. KG;22848;59110;2009;;GKV;40481597.94;40481597.94;25949930.31;1807506.36;-892199.38;;892199.38;915306.98;915306.98;0.0;67929341.41;67929341.41;57662890.6;0.0;5153532.0;;;;375156.38;;;;;;5112918.81;5112918.81;12384069.77;12113469.3;526.77;88563.07;;4701021.4;-4005193.34;-696306.98
C_791;0;GmbH;22926;26511;2010;;GKV;33713421.67;33789211.62;12513552.04;1293207.57;9355.63;9355.63;;1302563.2;1302563.2;1.51e-09;9777392.88;12143684.47;12105163.4;0.0;0.0;;;;;;;;;;38521.07;38521.07;8821114.62;6156816.96;7627.01;;;2560910.44;-528403.89;-2132921.14
C_927;0;GmbH;49824;46210;1992;;GKV;7396889.56;7396889.56;2632172.87;500030.95;-3559.12;;3559.12;496471.83;496471.83;406780.83;1288756.99;1283970.99;508371.21;84310.73;0.0;44404.44;;;220227.2;;;;;;696075.25;691289.25;1092581.35;505287.35;32685.12;;;396812.23;-91715.0;-303877.77
C_246;0;GmbH;48529;52291;1993;;GKV;497112.63;497112.63;497382.63;271451.09;-173205.88;7665.88;180871.76;98245.21;98245.21;64124.97;2988673.4;2988673.4;236540.27;2068300.17;0.0;182199.0;;;12943.38;;;;;;683832.96;683832.96;59553.85;6489.18;;;;-44744.65;0.01;126878.94
C_849;0;GmbH;49809;71122;1998;;GKV;138892586.3;138892586.3;17409501.77;1053960.25;294709.62;480754.06;186044.44;1348669.87;1311158.35;730046.34;26007912.62;6272403.8;21684458.4;0.0;0.0;;;;1116190.19;;;;;;4323454.22;-15412054.6;21918198.19;5211034.94;3771124.12;335368.22;;3777567.76;-370838.54;-3372299.6
C_684;0;GmbH;9648;28150;1993;281.0;GKV;1270961.55;1270786.75;368445.16;81648.38;-6693.5;0.68;6694.18;74954.88;72534.81;48175.26;634764.7;634764.7;502968.02;0.0;0.0;;;;;;;;;;131796.68;131796.68;447135.7;317220.06;64083.65;;;-154633.7;-181760.92;230547.81
C_316;0;GmbH;3042;46743;1991;77.0;GKV;2254257.38;2254257.38;2274765.16;-269558.99;6701846.89;15178.15;64716.71;6432287.9;6432287.9;5763497.91;10502338.27;10425141.67;1335582.59;36897.25;0.0;9115.0;;;43057.46;;;;;;9129858.43;9052661.83;5876746.38;422063.82;421901.82;;;1261308.93;-630081.19;-86311.77
C_446;0;GmbH;3046;46520;1991;;GKV;485.68;485.68;945268.74;140892.95;2242.69;2242.69;;143135.64;143135.64;74000.13;527067.32;527067.32;57882.32;0.0;0.0;;;;8296.84;;;;;;469185.0;469185.0;404192.15;406522.01;113748.01;24.61;;-113486.98;-15334.32;5.8200000000000003e-11
C_313;0;GmbH;4916;82000;1996;;GKV;2228536.28;2251784.0;333461.99;8894.17;4983.26;8166.45;3295.99;13877.43;13877.43;13487.93;906325.12;418315.06;224986.31;20539.43;178449.0;5967.36;;;74700.74;;;;;;16886.23;-5659.68;832197.34;280626.72;111036.43;;;240593.4;-20552.16;-166486.96
C_416;0;GmbH;1990;43291;1998;;GKV;2341956.89;2341956.89;1009199.89;186569.34;-457.89;5903.84;6361.73;186111.45;186111.45;133467.8;6217316.6;6217316.6;886977.25;279428.77;0.0;29440.98;62072.86;;349174.22;;;;;;4833554.67;5050910.58;2420456.15;2422013.12;1883960.06;196127.34;;-27654.6;-415881.46;-65362.18
C_805;0;GmbH;2977;79100;2007;;GKV;5016925.97;5016925.97;3865731.51;155007.75;-24761.44;48.9;24810.34;130246.31;130246.31;100415.16;987887.19;448877.88;504644.57;483242.62;0.0;96228.49;;;127048.26;;;;;;;-539009.31;158083.82;76731.69;26997.94;;;274510.35;-106052.05;-171476.89
C_920;0;GmbH & Co. KG;3048;70109;1986;;GKV;778229.96;887828.51;411580.5;71001.15;-12235.08;;12235.08;58766.07;58766.07;53777.41;335578.72;138439.73;173156.72;70502.0;0.0;54089.98;;;83282.29;;;;;;;-105218.99;182863.59;31551.65;74.53;;;81909.98;-4911.44;-48271.59
C_568;0;GmbH;1920;70109;1990;;GKV;753554.11;753554.11;762447.55;320182.94;-8508.85;297.92;8806.77;311674.09;311674.09;218055.83;979447.22;979447.22;389524.94;0.0;0.0;148793.21;;;138218.29;;;;;;589922.28;589922.28;754860.65;729812.59;307356.78;405928.3;;82488.15;-2948.02;5.8200000000000003e-11
C_659;0;BGB-Gesellschaft;1705;47530;1945;;GKV;801165.15;814798.84;448608.24;83267.01;-7921.49;3146.31;11095.3;75345.52;76099.2;67181.95;214572.88;146731.96;190377.5;24195.38;0.0;;24195.38;;104554.15;;;;;;;-67840.92;142134.96;84933.83;8184.93;60095.69;32896.82;24567.11;-2683.44;-30532.15
